Station Name,Date,Time,Sample Type,Sample Media,Depth,Parameter,Concentration,Unit,Qualifier Code,Detection Limit,Detection Limit Unit,Quantitation Level,Quantitation Level Unit,Lab Name,Analytical Method Number,Sediment Particle Size,Particle Size Unit,Fish Sample Type,Fish Taxa,Comments,Monitoring location,MONITOR 1,MONITOR 2,Watershed,Unnamed: 25
WW006,6/25/2020,10:10:00,Grab,Water,1.0,Dissolved Oxygen - 00300,7.3,mg/l,,0.0,mg/l,0.0,mg/l,URIWW,4500-O-C: Total Dissolved Oxygen by Titration- Azide Modification,,,,,,Boone Lake,Wood River,WD,Becky Sprague,
WW006,6/25/2020,10:10:00,Grab,Water,4.0,Dissolved Oxygen - 00300,4.4,mg/l,,0.0,mg/l,0.0,mg/l,URIWW,4500-O-C: Total Dissolved Oxygen by Titration- Azide Modification,,,,,,Boone Lake,Wood River,WD,Becky Sprague,
WW006,6/25/2020,10:10:00,Composite,Water,,Secchi Depth - 00069,3.38,m,,0.1,m,0.1,m,,,,,,,,Boone Lake,Wood River,WD,Becky Sprague,
WW006,6/25/2020,10:10:00,Grab,Water,0.1,Temperature - 00011,25.0,C,,-35.0,C,-35.0,C,URIWW,2550: Temperature of Water by Thermometer,,,,,,Boone Lake,Wood River,WD,Becky Sprague,
WW006,6/25/2020,10:10:00,Grab,Water,1.0,Temperature - 00011,26.0,C,,-35.0,C,-35.0,C,URIWW,2550: Temperature of Water by Thermometer,,,,,,Boone Lake,Wood River,WD,Becky Sprague,
WW006,6/25/2020,10:10:00,Grab,Water,4.0,Temperature - 00011,18.0,C,,-35.0,C,-35.0,C,URIWW,2550: Temperature of Water by Thermometer,,,,,,Boone Lake,Wood River,WD,Becky Sprague,
WW006,7/4/2020,10:00:00,Composite,Water,,"Depth to bottom from water surface at sampling location, meters - 82903",5.6,m,,0.1,m,0.1,m,,,,,,,,Boone Lake,Wood River,WD,D Fulford,
WW006,7/4/2020,10:00:00,Composite,Water,,Secchi Depth - 00069,3.38,m,,0.1,m,0.1,m,,,,,,,,Boone Lake,Wood River,WD,D Fulford,
WW006,7/4/2020,10:00:00,Grab,Water,0.1,Temperature - 00011,26.5,C,,-35.0,C,-35.0,C,URIWW,2550: Temperature of Water by Thermometer,,,,,,Boone Lake,Wood River,WD,D Fulford,
WW006,7/4/2020,10:00:00,Grab,Water,1.0,Temperature - 00011,25.0,C,,-35.0,C,-35.0,C,URIWW,2550: Temperature of Water by Thermometer,,,,,State of tide =  Not tidal,Boone Lake,Wood River,WD,D Fulford,
WW006,7/4/2020,10:00:00,Grab,Water,4.6,Temperature - 00011,16.0,C,,-35.0,C,-35.0,C,URIWW,2550: Temperature of Water by Thermometer,,,,,State of tide =  Not tidal,Boone Lake,Wood River,WD,D Fulford,
WW006,7/11/2020,10:00:00,Grab,Water,1.0,Alkalinity - 00410,16.1,mg/l,,0.1,mg/l,0.1,mg/l,URIWW,2320: Alkalinity in Water by Titration,,,,,,Boone Lake,Wood River,WD,D Fulford,
WW006,7/11/2020,10:00:00,Grab,Water,1.0,"Chlorophyll a, water, fluorometric method, corrected for pheophytin - 32209",11.1,ug/l,,0.1,ug/l,0.1,ug/l,URIWW,445: In-Vitro Determination of Chlorophyll,,,,,Trilogy,Boone Lake,Wood River,WD,D Fulford,
WW006,7/11/2020,10:00:00,Composite,Water,,"Depth to bottom from water surface at sampling location, meters - 82903",5.5,m,,0.1,m,0.1,m,,,,,,,,Boone Lake,Wood River,WD,D Fulford,
WW006,7/11/2020,10:00:00,Grab,Water,1.0,Dissolved Oxygen - 00300,8.6,mg/l,,0.0,mg/l,0.0,mg/l,URIWW,4500-O-C: Total Dissolved Oxygen by Titration- Azide Modification,,,,,,Boone Lake,Wood River,WD,D Fulford,
WW006,7/11/2020,10:00:00,Grab,Water,4.5,Dissolved Oxygen - 00300,4.2,mg/l,,0.0,mg/l,0.0,mg/l,URIWW,4500-O-C: Total Dissolved Oxygen by Titration- Azide Modification,,,,,,Boone Lake,Wood River,WD,D Fulford,
WW006,7/11/2020,10:00:00,Grab,Water,0.5,Enterococci - 31639,25.3,MPN/100,,1.0,MPN/100,1.0,MPN/100,URIWW,,,,,,,Boone Lake,Wood River,WD,D Fulford,
WW006,7/11/2020,10:00:00,Replicate,Water,0.5,Enterococci - 31639,22.1,MPN/100,,1.0,MPN/100,1.0,MPN/100,URIWW,,,,,,,Boone Lake,Wood River,WD,D Fulford,
WW006,7/11/2020,10:00:00,Grab,Water,1.0,"Nitrate + Nitrite, Dissolved - 00631",0.049,mg/l,,0.015,mg/l,0.015,mg/l,URIWW,4500-NO3(F): Nitrate in Water- Automated Cadmium Reduction,,,,,,Boone Lake,Wood River,WD,D Fulford,
WW006,7/11/2020,10:00:00,Grab,Water,4.5,"Nitrate + Nitrite, Dissolved - 00631",0.069,mg/l,,0.015,mg/l,0.015,mg/l,URIWW,4500-NO3(F): Nitrate in Water- Automated Cadmium Reduction,,,,,,Boone Lake,Wood River,WD,D Fulford,
WW006,7/11/2020,10:00:00,Grab,Water,1.0,"Nitrogen, Ammonia Dissolved as N - 00608",0.134,mg/l,,0.015,mg/l,0.015,mg/l,URIWW,4500-NH3(G): Ammonia in Water Using Automated Phenate Method,,,,,,Boone Lake,Wood River,WD,D Fulford,
WW006,7/11/2020,10:00:00,Grab,Water,4.5,"Nitrogen, Ammonia Dissolved as N - 00608",0.052,mg/l,,0.015,mg/l,0.015,mg/l,URIWW,4500-NH3(G): Ammonia in Water Using Automated Phenate Method,,,,,,Boone Lake,Wood River,WD,D Fulford,
WW006,7/11/2020,10:00:00,Grab,Water,1.0,"Nitrogen, Total (unfiltered) - 00600",0.361,mg/l,,0.015,mg/l,0.015,mg/l,URIWW,,,,,,,Boone Lake,Wood River,WD,D Fulford,
WW006,7/11/2020,10:00:00,Grab,Water,4.5,"Nitrogen, Total (unfiltered) - 00600",0.391,mg/l,,0.015,mg/l,0.015,mg/l,URIWW,,,,,,,Boone Lake,Wood River,WD,D Fulford,
WW006,7/11/2020,10:00:00,Grab,Water,1.0,pH - 00400,7.0,S.U.,,1.0,S.U.,1.0,S.U.,URIWW,4500-H: pH in Water,,,,,,Boone Lake,Wood River,WD,D Fulford,
WW006,7/11/2020,10:00:00,Grab,Water,4.5,pH - 00400,6.2,S.U.,,1.0,S.U.,1.0,S.U.,URIWW,4500-H: pH in Water,,,,,,Boone Lake,Wood River,WD,D Fulford,
WW006,7/11/2020,10:00:00,Grab,Water,1.0,"Phosphorus, Dissolved - 00666",4.0,ug/l,,4.0,ug/l,4.0,ug/l,URIWW,4500-P-F: Phosphorus in Water by Colorimetry- Automated Ascorbic Acid Method,,,,,,Boone Lake,Wood River,WD,D Fulford,
WW006,7/11/2020,10:00:00,Grab,Water,4.5,"Phosphorus, Dissolved - 00666",4.0,ug/l,,4.0,ug/l,4.0,ug/l,URIWW,4500-P-F: Phosphorus in Water by Colorimetry- Automated Ascorbic Acid Method,,,,,,Boone Lake,Wood River,WD,D Fulford,
WW006,7/11/2020,10:00:00,Grab,Water,1.0,"Phosphorus, Total - 00665",7.0,ug/l,,4.0,ug/l,4.0,ug/l,URIWW,4500-P-F: Phosphorus in Water by Colorimetry- Automated Ascorbic Acid Method,,,,,,Boone Lake,Wood River,WD,D Fulford,
WW006,7/11/2020,10:00:00,Grab,Water,4.5,"Phosphorus, Total - 00665",13.0,ug/l,,4.0,ug/l,4.0,ug/l,URIWW,4500-P-F: Phosphorus in Water by Colorimetry- Automated Ascorbic Acid Method,,,,,,Boone Lake,Wood River,WD,D Fulford,
WW006,7/11/2020,10:00:00,Composite,Water,,Secchi Depth - 00069,3.06,m,,0.1,m,0.1,m,,,,,,,,Boone Lake,Wood River,WD,D Fulford,
WW006,7/11/2020,10:00:00,Grab,Water,0.1,Temperature - 00011,28.0,C,,-35.0,C,-35.0,C,URIWW,2550: Temperature of Water by Thermometer,,,,,,Boone Lake,Wood River,WD,D Fulford,
WW006,7/11/2020,10:00:00,Grab,Water,1.0,Temperature - 00011,26.0,C,,-35.0,C,-35.0,C,URIWW,2550: Temperature of Water by Thermometer,,,,,,Boone Lake,Wood River,WD,D Fulford,
WW006,7/11/2020,10:00:00,Grab,Water,4.5,Temperature - 00011,17.0,C,,-35.0,C,-35.0,C,URIWW,2550: Temperature of Water by Thermometer,,,,,,Boone Lake,Wood River,WD,D Fulford,
WW006,7/18/2020,10:00:00,Composite,Water,,"Depth to bottom from water surface at sampling location, meters - 82903",5.4,m,,0.1,m,0.1,m,,,,,,,,Boone Lake,Wood River,WD,D Fulford,
WW006,7/18/2020,10:00:00,Composite,Water,,Secchi Depth - 00069,3.58,m,,0.1,m,0.1,m,,,,,,,,Boone Lake,Wood River,WD,D Fulford,
WW006,7/18/2020,10:00:00,Grab,Water,0.1,Temperature - 00011,28.0,C,,-35.0,C,-35.0,C,URIWW,2550: Temperature of Water by Thermometer,,,,,,Boone Lake,Wood River,WD,D Fulford,
WW006,7/18/2020,10:00:00,Grab,Water,1.0,Temperature - 00011,25.5,C,,-35.0,C,-35.0,C,URIWW,2550: Temperature of Water by Thermometer,,,,,,Boone Lake,Wood River,WD,D Fulford,
WW006,7/18/2020,10:00:00,Grab,Water,4.4,Temperature - 00011,17.5,C,,-35.0,C,-35.0,C,URIWW,2550: Temperature of Water by Thermometer,,,,,,Boone Lake,Wood River,WD,D Fulford,
WW006,7/25/2020,10:00:00,Grab,Water,1.0,"Chlorophyll a, water, fluorometric method, corrected for pheophytin - 32209",4.9,ug/l,,0.1,ug/l,0.1,ug/l,URIWW,445: In-Vitro Determination of Chlorophyll,,,,,Trilogy,Boone Lake,Wood River,WD,D Fulford,
WW006,7/25/2020,10:00:00,Composite,Water,,"Depth to bottom from water surface at sampling location, meters - 82903",5.4,m,,0.1,m,0.1,m,,,,,,,,Boone Lake,Wood River,WD,D Fulford,
WW006,7/25/2020,10:00:00,Grab,Water,1.0,Dissolved Oxygen - 00300,7.4,mg/l,,0.0,mg/l,0.0,mg/l,URIWW,4500-O-C: Total Dissolved Oxygen by Titration- Azide Modification,,,,,,Boone Lake,Wood River,WD,D Fulford,
WW006,7/25/2020,10:00:00,Grab,Water,4.4,Dissolved Oxygen - 00300,0.8,mg/l,,0.0,mg/l,0.0,mg/l,URIWW,4500-O-C: Total Dissolved Oxygen by Titration- Azide Modification,,,,,,Boone Lake,Wood River,WD,D Fulford,
WW006,7/25/2020,10:00:00,Composite,Water,,Secchi Depth - 00069,3.35,m,,0.1,m,0.1,m,,,,,,,,Boone Lake,Wood River,WD,D Fulford,
WW006,7/25/2020,10:00:00,Grab,Water,0.1,Temperature - 00011,28.0,C,,-35.0,C,-35.0,C,URIWW,2550: Temperature of Water by Thermometer,,,,,,Boone Lake,Wood River,WD,D Fulford,
WW006,7/25/2020,10:00:00,Grab,Water,1.0,Temperature - 00011,27.5,C,,-35.0,C,-35.0,C,URIWW,2550: Temperature of Water by Thermometer,,,,,,Boone Lake,Wood River,WD,D Fulford,
WW006,7/25/2020,10:00:00,Grab,Water,4.4,Temperature - 00011,17.0,C,,-35.0,C,-35.0,C,URIWW,2550: Temperature of Water by Thermometer,,,,,,Boone Lake,Wood River,WD,D Fulford,
WW006,8/1/2020,10:15:00,Composite,Water,,"Depth to bottom from water surface at sampling location, meters - 82903",5.5,m,,0.1,m,0.1,m,,,,,,,,Boone Lake,Wood River,WD,D Fulford,
WW006,8/1/2020,10:15:00,Composite,Water,,Secchi Depth - 00069,2.98,m,,0.1,m,0.1,m,,,,,,,,Boone Lake,Wood River,WD,D Fulford,
WW006,8/1/2020,10:15:00,Grab,Water,0.1,Temperature - 00011,30.0,C,,-35.0,C,-35.0,C,URIWW,2550: Temperature of Water by Thermometer,,,,,,Boone Lake,Wood River,WD,D Fulford,
WW006,8/1/2020,10:15:00,Grab,Water,1.0,Temperature - 00011,28.0,C,,-35.0,C,-35.0,C,URIWW,2550: Temperature of Water by Thermometer,,,,,State of tide =  Not tidal,Boone Lake,Wood River,WD,D Fulford,
WW006,8/1/2020,10:15:00,Grab,Water,4.5,Temperature - 00011,17.0,C,,-35.0,C,-35.0,C,URIWW,2550: Temperature of Water by Thermometer,,,,,State of tide =  Not tidal,Boone Lake,Wood River,WD,D Fulford,
WW006,8/8/2020,10:00:00,Grab,Water,1.0,"Chlorophyll a, water, fluorometric method, corrected for pheophytin - 32209",4.5,ug/l,,0.1,ug/l,0.1,ug/l,URIWW,445: In-Vitro Determination of Chlorophyll,,,,,Trilogy,Boone Lake,Wood River,WD,D Fulford,
WW006,8/8/2020,10:00:00,Composite,Water,,"Depth to bottom from water surface at sampling location, meters - 82903",5.5,m,,0.1,m,0.1,m,,,,,,,,Boone Lake,Wood River,WD,D Fulford,
WW006,8/8/2020,10:00:00,Grab,Water,1.0,Dissolved Oxygen - 00300,6.5,mg/l,,0.0,mg/l,0.0,mg/l,URIWW,4500-O-C: Total Dissolved Oxygen by Titration- Azide Modification,,,,,,Boone Lake,Wood River,WD,D Fulford,
WW006,8/8/2020,10:00:00,Grab,Water,4.5,Dissolved Oxygen - 00300,0.8,mg/l,,0.0,mg/l,0.0,mg/l,URIWW,4500-O-C: Total Dissolved Oxygen by Titration- Azide Modification,,,,,,Boone Lake,Wood River,WD,D Fulford,
WW006,8/8/2020,10:00:00,Composite,Water,,Secchi Depth - 00069,2.75,m,,0.1,m,0.1,m,,,,,,,,Boone Lake,Wood River,WD,D Fulford,
WW006,8/8/2020,10:00:00,Grab,Water,0.1,Temperature - 00011,28.0,C,,-35.0,C,-35.0,C,URIWW,2550: Temperature of Water by Thermometer,,,,,,Boone Lake,Wood River,WD,D Fulford,
WW006,8/8/2020,10:00:00,Grab,Water,1.0,Temperature - 00011,26.0,C,,-35.0,C,-35.0,C,URIWW,2550: Temperature of Water by Thermometer,,,,,,Boone Lake,Wood River,WD,D Fulford,
WW006,8/8/2020,10:00:00,Grab,Water,4.5,Temperature - 00011,18.0,C,,-35.0,C,-35.0,C,URIWW,2550: Temperature of Water by Thermometer,,,,,,Boone Lake,Wood River,WD,D Fulford,
WW006,8/15/2020,11:15:00,Composite,Water,,"Depth to bottom from water surface at sampling location, meters - 82903",5.3,m,,0.1,m,0.1,m,,,,,,,,Boone Lake,Wood River,WD,D Fulford,
WW006,8/15/2020,11:15:00,Composite,Water,,Secchi Depth - 00069,3.18,m,,0.1,m,0.1,m,,,,,,,,Boone Lake,Wood River,WD,D Fulford,
WW006,8/15/2020,11:15:00,Grab,Water,0.1,Temperature - 00011,28.0,C,,-35.0,C,-35.0,C,URIWW,2550: Temperature of Water by Thermometer,,,,,,Boone Lake,Wood River,WD,D Fulford,
WW006,8/15/2020,11:15:00,Grab,Water,1.0,Temperature - 00011,26.0,C,,-35.0,C,-35.0,C,URIWW,2550: Temperature of Water by Thermometer,,,,,,Boone Lake,Wood River,WD,D Fulford,
WW006,8/15/2020,11:15:00,Grab,Water,4.3,Temperature - 00011,18.0,C,,-35.0,C,-35.0,C,URIWW,2550: Temperature of Water by Thermometer,,,,,,Boone Lake,Wood River,WD,D Fulford,
WW006,8/22/2020,10:00:00,Grab,Water,1.0,"Chlorophyll a, water, fluorometric method, corrected for pheophytin - 32209",4.0,ug/l,,0.1,ug/l,0.1,ug/l,URIWW,445: In-Vitro Determination of Chlorophyll,,,,,Trilogy,Boone Lake,Wood River,WD,D Fulford,
WW006,8/22/2020,10:00:00,Composite,Water,,"Depth to bottom from water surface at sampling location, meters - 82903",5.1,m,,0.1,m,0.1,m,,,,,,,,Boone Lake,Wood River,WD,D Fulford,
WW006,8/22/2020,10:00:00,Grab,Water,1.0,Dissolved Oxygen - 00300,7.1,mg/l,,0.0,mg/l,0.0,mg/l,URIWW,4500-O-C: Total Dissolved Oxygen by Titration- Azide Modification,,,,,,Boone Lake,Wood River,WD,D Fulford,
WW006,8/22/2020,10:00:00,Grab,Water,4.1,Dissolved Oxygen - 00300,3.5,mg/l,,0.0,mg/l,0.0,mg/l,URIWW,4500-O-C: Total Dissolved Oxygen by Titration- Azide Modification,,,,,,Boone Lake,Wood River,WD,D Fulford,
WW006,8/22/2020,10:00:00,Composite,Water,,Secchi Depth - 00069,3.2,m,,0.1,m,0.1,m,,,,,,,,Boone Lake,Wood River,WD,D Fulford,
WW006,8/22/2020,10:00:00,Grab,Water,0.1,Temperature - 00011,26.0,C,,-35.0,C,-35.0,C,URIWW,2550: Temperature of Water by Thermometer,,,,,,Boone Lake,Wood River,WD,D Fulford,
WW006,8/22/2020,10:00:00,Grab,Water,1.0,Temperature - 00011,24.0,C,,-35.0,C,-35.0,C,URIWW,2550: Temperature of Water by Thermometer,,,,,,Boone Lake,Wood River,WD,D Fulford,
WW006,8/22/2020,10:00:00,Grab,Water,4.1,Temperature - 00011,22.0,C,,-35.0,C,-35.0,C,URIWW,2550: Temperature of Water by Thermometer,,,,,,Boone Lake,Wood River,WD,D Fulford,
WW006,8/29/2020,10:15:00,Composite,Water,,"Depth to bottom from water surface at sampling location, meters - 82903",5.1,m,,0.1,m,0.1,m,,,,,,,,Boone Lake,Wood River,WD,D Fulford,
WW006,8/29/2020,10:15:00,Composite,Water,,Secchi Depth - 00069,3.42,m,,0.1,m,0.1,m,,,,,,,,Boone Lake,Wood River,WD,D Fulford,
WW006,8/29/2020,10:15:00,Grab,Water,0.1,Temperature - 00011,26.0,C,,-35.0,C,-35.0,C,URIWW,2550: Temperature of Water by Thermometer,,,,,,Boone Lake,Wood River,WD,D Fulford,
WW006,8/29/2020,10:15:00,Grab,Water,1.0,Temperature - 00011,24.0,C,,-35.0,C,-35.0,C,URIWW,2550: Temperature of Water by Thermometer,,,,,,Boone Lake,Wood River,WD,D Fulford,
WW006,8/29/2020,10:15:00,Grab,Water,4.1,Temperature - 00011,21.0,C,,-35.0,C,-35.0,C,URIWW,2550: Temperature of Water by Thermometer,,,,,,Boone Lake,Wood River,WD,D Fulford,
WW006,9/5/2020,10:00:00,Grab,Water,1.0,"Chlorophyll a, water, fluorometric method, corrected for pheophytin - 32209",4.8,ug/l,,0.1,ug/l,0.1,ug/l,URIWW,445: In-Vitro Determination of Chlorophyll,,,,,Trilogy,Boone Lake,Wood River,WD,D Fulford,
WW006,9/5/2020,10:00:00,Composite,Water,,"Depth to bottom from water surface at sampling location, meters - 82903",4.8,m,,0.1,m,0.1,m,,,,,,,,Boone Lake,Wood River,WD,Becky Sprague Tony Zaharie,
WW006,9/5/2020,10:00:00,Grab,Water,1.0,Dissolved Oxygen - 00300,7.2,mg/l,,0.0,mg/l,0.0,mg/l,URIWW,4500-O-C: Total Dissolved Oxygen by Titration- Azide Modification,,,,,,Boone Lake,Wood River,WD,Becky Sprague Tony Zaharie,
WW006,9/5/2020,10:00:00,Grab,Water,3.75,Dissolved Oxygen - 00300,5.8,mg/l,,0.0,mg/l,0.0,mg/l,URIWW,4500-O-C: Total Dissolved Oxygen by Titration- Azide Modification,,,,,,Boone Lake,Wood River,WD,Becky Sprague Tony Zaharie,
WW006,9/5/2020,10:00:00,Composite,Water,,Secchi Depth - 00069,3.75,m,,0.1,m,0.1,m,,,,,,,,Boone Lake,Wood River,WD,Becky Sprague Tony Zaharie,
WW006,9/5/2020,10:00:00,Grab,Water,0.1,Temperature - 00011,23.0,C,,-35.0,C,-35.0,C,URIWW,2550: Temperature of Water by Thermometer,,,,,,Boone Lake,Wood River,WD,Becky Sprague Tony Zaharie,
WW006,9/5/2020,10:00:00,Grab,Water,1.0,Temperature - 00011,23.0,C,,-35.0,C,-35.0,C,URIWW,2550: Temperature of Water by Thermometer,,,,,,Boone Lake,Wood River,WD,Becky Sprague Tony Zaharie,
WW006,9/5/2020,10:00:00,Grab,Water,3.75,Temperature - 00011,23.0,C,,-35.0,C,-35.0,C,URIWW,2550: Temperature of Water by Thermometer,,,,,,Boone Lake,Wood River,WD,Becky Sprague Tony Zaharie,
WW006,9/12/2020,10:00:00,Replicate,Water,1.0,Alkalinity - 00410,12.5,mg/l,,0.1,mg/l,0.1,mg/l,URIWW,2320: Alkalinity in Water by Titration,,,,,,Boone Lake,Wood River,WD,Becky Sprague,
WW006,9/12/2020,10:00:00,Grab,Water,1.0,Alkalinity - 00410,9.9,mg/l,,0.1,mg/l,0.1,mg/l,URIWW,2320: Alkalinity in Water by Titration,,,,,,Boone Lake,Wood River,WD,Becky Sprague,
WW006,9/12/2020,10:00:00,Grab,Water,1.0,"Chlorophyll a, water, fluorometric method, corrected for pheophytin - 32209",6.0,ug/l,,0.1,ug/l,0.1,ug/l,URIWW,445: In-Vitro Determination of Chlorophyll,,,,,Trilogy,Boone Lake,Wood River,WD,Becky Sprague,
WW006,9/12/2020,10:00:00,Composite,Water,,"Depth to bottom from water surface at sampling location, meters - 82903",4.1,m,,0.1,m,0.1,m,,,,,,,,Boone Lake,Wood River,WD,Becky Sprague,
WW006,9/12/2020,10:00:00,Grab,Water,1.0,Dissolved Oxygen - 00300,7.4,mg/l,,0.0,mg/l,0.0,mg/l,URIWW,4500-O-C: Total Dissolved Oxygen by Titration- Azide Modification,,,,,,Boone Lake,Wood River,WD,Becky Sprague,
WW006,9/12/2020,10:00:00,Grab,Water,3.1,Dissolved Oxygen - 00300,7.3,mg/l,,0.0,mg/l,0.0,mg/l,URIWW,4500-O-C: Total Dissolved Oxygen by Titration- Azide Modification,,,,,,Boone Lake,Wood River,WD,Becky Sprague,
WW006,9/12/2020,10:00:00,Grab,Water,0.5,Enterococci - 31639,5.3,MPN/100,,1.0,MPN/100,1.0,MPN/100,URIWW,,,,,,,Boone Lake,Wood River,WD,Becky Sprague,
WW006,9/12/2020,10:00:00,Grab,Water,1.0,"Nitrate + Nitrite, Dissolved - 00631",0.025,mg/l,,0.015,mg/l,0.015,mg/l,URIWW,4500-NO3(F): Nitrate in Water- Automated Cadmium Reduction,,,,,,Boone Lake,Wood River,WD,Becky Sprague,
WW006,9/12/2020,10:00:00,Grab,Water,3.1,"Nitrate + Nitrite, Dissolved - 00631",0.058,mg/l,,0.015,mg/l,0.015,mg/l,URIWW,4500-NO3(F): Nitrate in Water- Automated Cadmium Reduction,,,,,,Boone Lake,Wood River,WD,Becky Sprague,
WW006,9/12/2020,10:00:00,Grab,Water,1.0,"Nitrogen, Ammonia Dissolved as N - 00608",0.022,mg/l,,0.015,mg/l,0.015,mg/l,URIWW,4500-NH3(G): Ammonia in Water Using Automated Phenate Method,,,,,,Boone Lake,Wood River,WD,Becky Sprague,
WW006,9/12/2020,10:00:00,Grab,Water,3.1,"Nitrogen, Ammonia Dissolved as N - 00608",0.032,mg/l,,0.015,mg/l,0.015,mg/l,URIWW,4500-NH3(G): Ammonia in Water Using Automated Phenate Method,,,,,,Boone Lake,Wood River,WD,Becky Sprague,
WW006,9/12/2020,10:00:00,Grab,Water,1.0,"Nitrogen, Total (unfiltered) - 00600",0.29,mg/l,,0.015,mg/l,0.015,mg/l,URIWW,,,,,,,Boone Lake,Wood River,WD,Becky Sprague,
WW006,9/12/2020,10:00:00,Grab,Water,3.1,"Nitrogen, Total (unfiltered) - 00600",0.323,mg/l,,0.015,mg/l,0.015,mg/l,URIWW,,,,,,,Boone Lake,Wood River,WD,Becky Sprague,
WW006,9/12/2020,10:00:00,Replicate,Water,1.0,pH - 00400,6.7,S.U.,,1.0,S.U.,1.0,S.U.,URIWW,4500-H: pH in Water,,,,,,Boone Lake,Wood River,WD,Becky Sprague,
WW006,9/12/2020,10:00:00,Grab,Water,1.0,pH - 00400,6.9,S.U.,,1.0,S.U.,1.0,S.U.,URIWW,4500-H: pH in Water,,,,,,Boone Lake,Wood River,WD,Becky Sprague,
WW006,9/12/2020,10:00:00,Grab,Water,3.1,pH - 00400,6.7,S.U.,,1.0,S.U.,1.0,S.U.,URIWW,4500-H: pH in Water,,,,,,Boone Lake,Wood River,WD,Becky Sprague,
WW006,9/12/2020,10:00:00,Grab,Water,1.0,"Phosphorus, Dissolved - 00666",4.0,ug/l,,4.0,ug/l,4.0,ug/l,URIWW,4500-P-F: Phosphorus in Water by Colorimetry- Automated Ascorbic Acid Method,,,,,,Boone Lake,Wood River,WD,Becky Sprague,
WW006,9/12/2020,10:00:00,Grab,Water,3.1,"Phosphorus, Dissolved - 00666",5.0,ug/l,,4.0,ug/l,4.0,ug/l,URIWW,4500-P-F: Phosphorus in Water by Colorimetry- Automated Ascorbic Acid Method,,,,,,Boone Lake,Wood River,WD,Becky Sprague,
WW006,9/12/2020,10:00:00,Grab,Water,1.0,"Phosphorus, Total - 00665",10.0,ug/l,,4.0,ug/l,4.0,ug/l,URIWW,4500-P-F: Phosphorus in Water by Colorimetry- Automated Ascorbic Acid Method,,,,,,Boone Lake,Wood River,WD,Becky Sprague,
WW006,9/12/2020,10:00:00,Grab,Water,3.1,"Phosphorus, Total - 00665",11.0,ug/l,,4.0,ug/l,4.0,ug/l,URIWW,4500-P-F: Phosphorus in Water by Colorimetry- Automated Ascorbic Acid Method,,,,,,Boone Lake,Wood River,WD,Becky Sprague,
WW006,9/12/2020,10:00:00,Composite,Water,,Secchi Depth - 00069,2.62,m,,0.1,m,0.1,m,,,,,,,,Boone Lake,Wood River,WD,Becky Sprague,
WW006,9/12/2020,10:00:00,Grab,Water,0.1,Temperature - 00011,22.0,C,,-35.0,C,-35.0,C,URIWW,2550: Temperature of Water by Thermometer,,,,,,Boone Lake,Wood River,WD,Becky Sprague,
WW006,9/12/2020,10:00:00,Grab,Water,1.0,Temperature - 00011,23.0,C,,-35.0,C,-35.0,C,URIWW,2550: Temperature of Water by Thermometer,,,,,,Boone Lake,Wood River,WD,Becky Sprague,
WW006,9/12/2020,10:00:00,Grab,Water,3.1,Temperature - 00011,23.0,C,,-35.0,C,-35.0,C,URIWW,2550: Temperature of Water by Thermometer,,,,,,Boone Lake,Wood River,WD,Becky Sprague,
WW006,9/19/2020,10:00:00,Composite,Water,,"Depth to bottom from water surface at sampling location, meters - 82903",4.2,m,,0.1,m,0.1,m,,,,,,,,Boone Lake,Wood River,WD,Becky Sprague,
WW006,9/19/2020,10:00:00,Composite,Water,,Secchi Depth - 00069,2.3,m,,0.1,m,0.1,m,,,,,,,,Boone Lake,Wood River,WD,Becky Sprague,
WW006,9/19/2020,10:00:00,Grab,Water,0.1,Temperature - 00011,18.0,C,,-35.0,C,-35.0,C,URIWW,2550: Temperature of Water by Thermometer,,,,,,Boone Lake,Wood River,WD,Becky Sprague,
WW006,9/19/2020,10:00:00,Grab,Water,1.0,Temperature - 00011,18.5,C,,-35.0,C,-35.0,C,URIWW,2550: Temperature of Water by Thermometer,,,,,,Boone Lake,Wood River,WD,Becky Sprague,
WW006,9/19/2020,10:00:00,Grab,Water,3.2,Temperature - 00011,19.0,C,,-35.0,C,-35.0,C,URIWW,2550: Temperature of Water by Thermometer,,,,,,Boone Lake,Wood River,WD,Becky Sprague,
WW006,9/26/2020,10:15:00,Grab,Water,1.0,"Chlorophyll a, water, fluorometric method, corrected for pheophytin - 32209",3.2,ug/l,,0.1,ug/l,0.1,ug/l,URIWW,445: In-Vitro Determination of Chlorophyll,,,,,Trilogy,Boone Lake,Wood River,WD,"Becky Sprague, Tony Zaharie",
WW006,9/26/2020,10:15:00,Composite,Water,,"Depth to bottom from water surface at sampling location, meters - 82903",3.85,m,,0.1,m,0.1,m,,,,,,,,Boone Lake,Wood River,WD,"Becky Sprague, Tony Zaharie",
WW006,9/26/2020,10:15:00,Grab,Water,1.0,Dissolved Oxygen - 00300,8.3,mg/l,,0.0,mg/l,0.0,mg/l,URIWW,4500-O-C: Total Dissolved Oxygen by Titration- Azide Modification,,,,,,Boone Lake,Wood River,WD,"Becky Sprague, Tony Zaharie",
