Station Name,Date,Time,Sample Type,Sample Media,Depth,Parameter,Concentration,Unit,Qualifier Code,Detection Limit,Detection Limit Unit,Quantitation Level,Quantitation Level Unit,Lab Name,Analytical Method Number,Sediment Particle Size,Particle Size Unit,Fish Sample Type,Fish Taxa,Comments,Location,MONITOR 1,MONITOR 2,Watershed,Watershed Code
WW006,5/11/2019,10:00:00 AM,Grab,Water,1,Dissolved Oxygen - 00300,8.7,mg/l,,0.0,mg/l,0.0,mg/l,URIWW,4500-O-C: Total Dissolved Oxygen by Titration- Azide Modification,,,,,,Boone Lake,Beeky Sprague,Tony Zaharie,Wood River,WD
WW006,5/11/2019,10:00:00 AM,Grab,Water,4,Dissolved Oxygen - 00300,7.6,mg/l,,0.0,mg/l,0.0,mg/l,URIWW,4500-O-C: Total Dissolved Oxygen by Titration- Azide Modification,,,,,,Boone Lake,Beeky Sprague,Tony Zaharie,Wood River,WD
WW006,5/11/2019,10:00:00 AM,Grab,Water,0.5,Enterococci - 31639,4.1,MPN/100,,1.0,MPN/100,1.0,MPN/100,URIWW,,,,,,,Boone Lake,Beeky Sprague,Tony Zaharie,Wood River,WD
WW006,5/11/2019,10:00:00 AM,Grab,Water,1,"Nitrate + Nitrite, Dissolved - 00631",0.265,mg/l,,0.015,mg/l,0.015,mg/l,URIWW,4500-NO3(F): Nitrate in Water- Automated Cadmium Reduction,,,,,,Boone Lake,Beeky Sprague,Tony Zaharie,Wood River,WD
WW006,5/11/2019,10:00:00 AM,Grab,Water,4,"Nitrate + Nitrite, Dissolved - 00631",0.265,mg/l,,0.015,mg/l,0.015,mg/l,URIWW,4500-NO3(F): Nitrate in Water- Automated Cadmium Reduction,,,,,,Boone Lake,Beeky Sprague,Tony Zaharie,Wood River,WD
WW006,5/11/2019,10:00:00 AM,Grab,Water,1,"Nitrogen, Ammonia Dissolved as N - 00608",0.045,mg/l,,0.015,mg/l,0.015,mg/l,URIWW,4500-NH3(G): Ammonia in Water Using Automated Phenate Method,,,,,,Boone Lake,Beeky Sprague,Tony Zaharie,Wood River,WD
WW006,5/11/2019,10:00:00 AM,Grab,Water,4,"Nitrogen, Ammonia Dissolved as N - 00608",0.035,mg/l,,0.015,mg/l,0.015,mg/l,URIWW,4500-NH3(G): Ammonia in Water Using Automated Phenate Method,,,,,,Boone Lake,Beeky Sprague,Tony Zaharie,Wood River,WD
WW006,5/11/2019,10:00:00 AM,Grab,Water,1,"Nitrogen, Total (unfiltered) - 00600",0.515,mg/l,,0.015,mg/l,0.015,mg/l,URIWW,,,,,,,Boone Lake,Beeky Sprague,Tony Zaharie,Wood River,WD
WW006,5/11/2019,10:00:00 AM,Grab,Water,4,"Nitrogen, Total (unfiltered) - 00600",0.62,mg/l,,0.015,mg/l,0.015,mg/l,URIWW,,,,,,,Boone Lake,Beeky Sprague,Tony Zaharie,Wood River,WD
WW006,5/11/2019,10:00:00 AM,Grab,Water,1,pH - 00400,6.6,S.U.,,1.0,S.U.,1.0,S.U.,URIWW,4500-H: pH in Water,,,,,Replicate,Boone Lake,Beeky Sprague,Tony Zaharie,Wood River,WD
WW006,5/11/2019,10:00:00 AM,Grab,Water,1,pH - 00400,6.6,S.U.,,1.0,S.U.,1.0,S.U.,URIWW,4500-H: pH in Water,,,,,,Boone Lake,Beeky Sprague,Tony Zaharie,Wood River,WD
WW006,5/11/2019,10:00:00 AM,Grab,Water,4,pH - 00400,6.3,S.U.,,1.0,S.U.,1.0,S.U.,URIWW,4500-H: pH in Water,,,,,,Boone Lake,Beeky Sprague,Tony Zaharie,Wood River,WD
WW006,5/11/2019,10:00:00 AM,Grab,Water,1,"Phosphorus, Dissolved - 00666",5.0,ug/l,,4.0,ug/l,4.0,ug/l,URIWW,4500-P-F: Phosphorus in Water by Colorimetry- Automated Ascorbic Acid Method,,,,,,Boone Lake,Beeky Sprague,Tony Zaharie,Wood River,WD
WW006,5/11/2019,10:00:00 AM,Grab,Water,4,"Phosphorus, Dissolved - 00666",4.0,ug/l,,4.0,ug/l,4.0,ug/l,URIWW,4500-P-F: Phosphorus in Water by Colorimetry- Automated Ascorbic Acid Method,,,,,,Boone Lake,Beeky Sprague,Tony Zaharie,Wood River,WD
WW006,5/11/2019,10:00:00 AM,Grab,Water,1,"Phosphorus, Total - 00665",10.0,ug/l,,4.0,ug/l,4.0,ug/l,URIWW,4500-P-F: Phosphorus in Water by Colorimetry- Automated Ascorbic Acid Method,,,,,,Boone Lake,Beeky Sprague,Tony Zaharie,Wood River,WD
WW006,5/11/2019,10:00:00 AM,Grab,Water,4,"Phosphorus, Total - 00665",11.0,ug/l,,4.0,ug/l,4.0,ug/l,URIWW,4500-P-F: Phosphorus in Water by Colorimetry- Automated Ascorbic Acid Method,,,,,,Boone Lake,Beeky Sprague,Tony Zaharie,Wood River,WD
WW006,5/11/2019,10:00:00 AM,Composite,Water,,Secchi Depth - 00069,3.11,m,,0.1,m,0.1,m,,,,,,,,Boone Lake,Beeky Sprague,Tony Zaharie,Wood River,WD
WW006,5/11/2019,10:00:00 AM,Grab,Water,0.1,Temperature - 00011,15.0,C,,-35.0,C,-35.0,C,URIWW,2550: Temperature of Water by Thermometer,,,,,,Boone Lake,Beeky Sprague,Tony Zaharie,Wood River,WD
WW006,5/11/2019,10:00:00 AM,Grab,Water,1,Temperature - 00011,14.5,C,,-35.0,C,-35.0,C,URIWW,2550: Temperature of Water by Thermometer,,,,,,Boone Lake,Beeky Sprague,Tony Zaharie,Wood River,WD
WW006,5/11/2019,10:00:00 AM,Grab,Water,4,Temperature - 00011,13.0,C,,-35.0,C,-35.0,C,URIWW,2550: Temperature of Water by Thermometer,,,,,,Boone Lake,Beeky Sprague,Tony Zaharie,Wood River,WD
WW006,5/18/2019,10:00:00 AM,Composite,Water,,"Depth to bottom from water surface at sampling location, meters - 82903",5.05,m,,0.1,m,0.1,m,,,,,,,,Boone Lake,Becky Sprague,,Wood River,WD
WW006,5/18/2019,10:00:00 AM,Composite,Water,,Secchi Depth - 00069,2.72,m,,0.1,m,0.1,m,,,,,,,,Boone Lake,Becky Sprague,,Wood River,WD
WW006,5/18/2019,10:00:00 AM,Grab,Water,0.1,Temperature - 00011,14.5,C,,-35.0,C,-35.0,C,URIWW,2550: Temperature of Water by Thermometer,,,,,,Boone Lake,Becky Sprague,,Wood River,WD
WW006,5/18/2019,10:00:00 AM,Grab,Water,1,Temperature - 00011,14.5,C,,-35.0,C,-35.0,C,URIWW,2550: Temperature of Water by Thermometer,,,,,,Boone Lake,Becky Sprague,,Wood River,WD
WW006,5/18/2019,10:00:00 AM,Grab,Water,4,Temperature - 00011,13.0,C,,-35.0,C,-35.0,C,URIWW,2550: Temperature of Water by Thermometer,,,,,,Boone Lake,Becky Sprague,,Wood River,WD
WW006,5/25/2019,10:00:00 AM,Grab,Water,1,"Chlorophyll a, water, fluorometric method, corrected for pheophytin - 32209",1.5,ug/l,,0.1,ug/l,0.1,ug/l,URIWW,445: In-Vitro Determination of Chlorophyll,,,,,Trilogy,Boone Lake,Becky Sprague,,Wood River,WD
WW006,5/25/2019,10:00:00 AM,Composite,Water,,"Depth to bottom from water surface at sampling location, meters - 82903",5.0,m,,0.1,m,0.1,m,,,,,,,,Boone Lake,Becky Sprague,,Wood River,WD
WW006,5/25/2019,10:00:00 AM,Grab,Water,1,Dissolved Oxygen - 00300,8.2,mg/l,,0.0,mg/l,0.0,mg/l,URIWW,4500-O-C: Total Dissolved Oxygen by Titration- Azide Modification,,,,,,Boone Lake,Becky Sprague,,Wood River,WD
WW006,5/25/2019,10:00:00 AM,Grab,Water,4,Dissolved Oxygen - 00300,7.0,mg/l,,0.0,mg/l,0.0,mg/l,URIWW,4500-O-C: Total Dissolved Oxygen by Titration- Azide Modification,,,,,,Boone Lake,Becky Sprague,,Wood River,WD
WW006,5/25/2019,10:00:00 AM,Composite,Water,,Secchi Depth - 00069,2.92,m,,0.1,m,0.1,m,,,,,,,,Boone Lake,Becky Sprague,,Wood River,WD
WW006,5/25/2019,10:00:00 AM,Grab,Water,0.1,Temperature - 00011,18.0,C,,-35.0,C,-35.0,C,URIWW,2550: Temperature of Water by Thermometer,,,,,,Boone Lake,Becky Sprague,,Wood River,WD
WW006,5/25/2019,10:00:00 AM,Grab,Water,1,Temperature - 00011,17.5,C,,-35.0,C,-35.0,C,URIWW,2550: Temperature of Water by Thermometer,,,,,,Boone Lake,Becky Sprague,,Wood River,WD
WW006,5/25/2019,10:00:00 AM,Grab,Water,4,Temperature - 00011,14.0,C,,-35.0,C,-35.0,C,URIWW,2550: Temperature of Water by Thermometer,,,,,,Boone Lake,Becky Sprague,,Wood River,WD
WW006,6/1/2019,10:00:00 AM,Composite,Water,,"Depth to bottom from water surface at sampling location, meters - 82903",5.05,m,,0.1,m,0.1,m,,,,,,,,Boone Lake,Becky Sprague,,Wood River,WD
WW006,6/1/2019,10:00:00 AM,Composite,Water,,Secchi Depth - 00069,2.86,m,,0.1,m,0.1,m,,,,,,,,Boone Lake,Becky Sprague,,Wood River,WD
WW006,6/1/2019,10:00:00 AM,Grab,Water,0.1,Temperature - 00011,20.0,C,,-35.0,C,-35.0,C,URIWW,2550: Temperature of Water by Thermometer,,,,,,Boone Lake,Becky Sprague,,Wood River,WD
WW006,6/1/2019,10:00:00 AM,Grab,Water,1,Temperature - 00011,20.0,C,,-35.0,C,-35.0,C,URIWW,2550: Temperature of Water by Thermometer,,,,,,Boone Lake,Becky Sprague,,Wood River,WD
WW006,6/1/2019,10:00:00 AM,Grab,Water,4,Temperature - 00011,15.0,C,,-35.0,C,-35.0,C,URIWW,2550: Temperature of Water by Thermometer,,,,,,Boone Lake,Becky Sprague,,Wood River,WD
WW006,6/8/2019,10:00:00 AM,Composite,Water,,"Depth to bottom from water surface at sampling location, meters - 82903",5.6,m,,0.1,m,0.1,m,,,,,,,,Boone Lake,Doug Fulford,,Wood River,WD
WW006,6/8/2019,10:00:00 AM,Composite,Water,,Secchi Depth - 00069,3.38,m,,0.1,m,0.1,m,,,,,,,,Boone Lake,Doug Fulford,,Wood River,WD
WW006,6/8/2019,10:00:00 AM,Grab,Water,0.1,Temperature - 00011,21.0,C,,-35.0,C,-35.0,C,URIWW,2550: Temperature of Water by Thermometer,,,,,,Boone Lake,Doug Fulford,,Wood River,WD
WW006,6/8/2019,10:00:00 AM,Grab,Water,1,Temperature - 00011,21.0,C,,-35.0,C,-35.0,C,URIWW,2550: Temperature of Water by Thermometer,,,,,,Boone Lake,Doug Fulford,,Wood River,WD
WW006,6/8/2019,10:00:00 AM,Grab,Water,4.6,Temperature - 00011,14.0,C,,-35.0,C,-35.0,C,URIWW,2550: Temperature of Water by Thermometer,,,,,,Boone Lake,Doug Fulford,,Wood River,WD
WW006,6/15/2019,10:00:00 AM,Grab,Water,1,"Chlorophyll a, water, fluorometric method, corrected for pheophytin - 32209",3.2,ug/l,,0.1,ug/l,0.1,ug/l,URIWW,445: In-Vitro Determination of Chlorophyll,,,,,Trilogy,Boone Lake,Doug Fulford,,Wood River,WD
WW006,6/15/2019,10:00:00 AM,Composite,Water,,"Depth to bottom from water surface at sampling location, meters - 82903",5.4,m,,0.1,m,0.1,m,,,,,,,,Boone Lake,Doug Fulford,,Wood River,WD
WW006,6/15/2019,10:00:00 AM,Grab,Water,1,Dissolved Oxygen - 00300,6.2,mg/l,,0.0,mg/l,0.0,mg/l,URIWW,4500-O-C: Total Dissolved Oxygen by Titration- Azide Modification,,,,,,Boone Lake,Doug Fulford,,Wood River,WD
WW006,6/15/2019,10:00:00 AM,Grab,Water,4.4,Dissolved Oxygen - 00300,2.1,mg/l,,0.0,mg/l,0.0,mg/l,URIWW,4500-O-C: Total Dissolved Oxygen by Titration- Azide Modification,,,,,,Boone Lake,Doug Fulford,,Wood River,WD
WW006,6/15/2019,10:00:00 AM,Composite,Water,,Secchi Depth - 00069,2.94,m,,0.1,m,0.1,m,,,,,,,,Boone Lake,Doug Fulford,,Wood River,WD
WW006,6/15/2019,10:00:00 AM,Grab,Water,0.1,Temperature - 00011,21.5,C,,-35.0,C,-35.0,C,URIWW,2550: Temperature of Water by Thermometer,,,,,,Boone Lake,Doug Fulford,,Wood River,WD
WW006,6/15/2019,10:00:00 AM,Grab,Water,1,Temperature - 00011,21.0,C,,-35.0,C,-35.0,C,URIWW,2550: Temperature of Water by Thermometer,,,,,,Boone Lake,Doug Fulford,,Wood River,WD
WW006,6/15/2019,10:00:00 AM,Grab,Water,4.4,Temperature - 00011,16.0,C,,-35.0,C,-35.0,C,URIWW,2550: Temperature of Water by Thermometer,,,,,,Boone Lake,Doug Fulford,,Wood River,WD
WW006,6/22/2019,,Grab,Water,1,"Chlorophyll a, water, fluorometric method, corrected for pheophytin - 32209",2.0,ug/l,,0.1,ug/l,0.1,ug/l,URIWW,445: In-Vitro Determination of Chlorophyll,,,,,Trilogy,Boone Lake,Doug Fulford,,Wood River,WD
WW006,6/22/2019,,Composite,Water,,"Depth to bottom from water surface at sampling location, meters - 82903",5.5,m,,0.1,m,0.1,m,,,,,,,,Boone Lake,Doug Fulford,,Wood River,WD
WW006,6/22/2019,,Grab,Water,1,Dissolved Oxygen - 00300,6.4,mg/l,,0.0,mg/l,0.0,mg/l,URIWW,4500-O-C: Total Dissolved Oxygen by Titration- Azide Modification,,,,,,Boone Lake,Doug Fulford,,Wood River,WD
WW006,6/22/2019,,Grab,Water,4.5,Dissolved Oxygen - 00300,1.9,mg/l,,0.0,mg/l,0.0,mg/l,URIWW,4500-O-C: Total Dissolved Oxygen by Titration- Azide Modification,,,,,,Boone Lake,Doug Fulford,,Wood River,WD
WW006,6/22/2019,,Composite,Water,,Secchi Depth - 00069,3.08,m,,0.1,m,0.1,m,,,,,,,,Boone Lake,Doug Fulford,,Wood River,WD
WW006,6/22/2019,,Grab,Water,0.1,Temperature - 00011,18.5,C,,-35.0,C,-35.0,C,URIWW,2550: Temperature of Water by Thermometer,,,,,,Boone Lake,Doug Fulford,,Wood River,WD
WW006,6/22/2019,,Grab,Water,1,Temperature - 00011,18.0,C,,-35.0,C,-35.0,C,URIWW,2550: Temperature of Water by Thermometer,,,,,,Boone Lake,Doug Fulford,,Wood River,WD
WW006,6/22/2019,,Grab,Water,4.5,Temperature - 00011,18.0,C,,-35.0,C,-35.0,C,URIWW,2550: Temperature of Water by Thermometer,,,,,,Boone Lake,Doug Fulford,,Wood River,WD
WW006,6/29/2019,,Composite,Water,,"Depth to bottom from water surface at sampling location, meters - 82903",5.1,m,,0.1,m,0.1,m,,,,,,,,Boone Lake,Doug Fulford,,Wood River,WD
WW006,6/29/2019,,Composite,Water,,Secchi Depth - 00069,3.0,m,,0.1,m,0.1,m,,,,,,,,Boone Lake,Doug Fulford,,Wood River,WD
WW006,6/29/2019,,Grab,Water,0.1,Temperature - 00011,21.0,C,,-35.0,C,-35.0,C,URIWW,2550: Temperature of Water by Thermometer,,,,,,Boone Lake,Doug Fulford,,Wood River,WD
WW006,6/29/2019,,Grab,Water,1,Temperature - 00011,20.0,C,,-35.0,C,-35.0,C,URIWW,2550: Temperature of Water by Thermometer,,,,,,Boone Lake,Doug Fulford,,Wood River,WD
WW006,6/29/2019,,Grab,Water,4.1,Temperature - 00011,16.0,C,,-35.0,C,-35.0,C,URIWW,2550: Temperature of Water by Thermometer,,,,,,Boone Lake,Doug Fulford,,Wood River,WD
WW006,7/6/2019,10:00:00 AM,Grab,Water,1,"Chlorophyll a, water, fluorometric method, corrected for pheophytin - 32209",6.0,ug/l,,0.1,ug/l,0.1,ug/l,URIWW,445: In-Vitro Determination of Chlorophyll,,,,,Trilogy,Boone Lake,Doug Fulford,,Wood River,WD
WW006,7/6/2019,10:00:00 AM,Composite,Water,,"Depth to bottom from water surface at sampling location, meters - 82903",5.1,m,,0.1,m,0.1,m,,,,,,,,Boone Lake,Doug Fulford,,Wood River,WD
WW006,7/6/2019,10:00:00 AM,Grab,Water,1,Dissolved Oxygen - 00300,7.3,mg/l,,0.0,mg/l,0.0,mg/l,URIWW,4500-O-C: Total Dissolved Oxygen by Titration- Azide Modification,,,,,,Boone Lake,Doug Fulford,,Wood River,WD
WW006,7/6/2019,10:00:00 AM,Grab,Water,4.1,Dissolved Oxygen - 00300,2.0,mg/l,,0.0,mg/l,0.0,mg/l,URIWW,4500-O-C: Total Dissolved Oxygen by Titration- Azide Modification,,,,,,Boone Lake,Doug Fulford,,Wood River,WD
WW006,7/6/2019,10:00:00 AM,Composite,Water,,Secchi Depth - 00069,2.72,m,,0.1,m,0.1,m,,,,,,,,Boone Lake,Doug Fulford,,Wood River,WD
WW006,7/6/2019,10:00:00 AM,Grab,Water,0.1,Temperature - 00011,25.5,C,,-35.0,C,-35.0,C,URIWW,2550: Temperature of Water by Thermometer,,,,,,Boone Lake,Doug Fulford,,Wood River,WD
WW006,7/6/2019,10:00:00 AM,Grab,Water,1,Temperature - 00011,24.5,C,,-35.0,C,-35.0,C,URIWW,2550: Temperature of Water by Thermometer,,,,,,Boone Lake,Doug Fulford,,Wood River,WD
WW006,7/6/2019,10:00:00 AM,Grab,Water,4.1,Temperature - 00011,16.0,C,,-35.0,C,-35.0,C,URIWW,2550: Temperature of Water by Thermometer,,,,,,Boone Lake,Doug Fulford,,Wood River,WD
WW006,7/13/2019,10:00:00 AM,Composite,Water,,"Depth to bottom from water surface at sampling location, meters - 82903",5.4,m,,0.1,m,0.1,m,,,,,,,,Boone Lake,Doug Fulford,,Wood River,WD
WW006,7/13/2019,10:00:00 AM,Composite,Water,,Secchi Depth - 00069,2.42,m,,0.1,m,0.1,m,,,,,,,,Boone Lake,Doug Fulford,,Wood River,WD
WW006,7/13/2019,10:00:00 AM,Grab,Water,0.1,Temperature - 00011,28.0,C,,-35.0,C,-35.0,C,URIWW,2550: Temperature of Water by Thermometer,,,,,,Boone Lake,Doug Fulford,,Wood River,WD
WW006,7/13/2019,10:00:00 AM,Grab,Water,1,Temperature - 00011,27.5,C,,-35.0,C,-35.0,C,URIWW,2550: Temperature of Water by Thermometer,,,,,,Boone Lake,Doug Fulford,,Wood River,WD
WW006,7/13/2019,10:00:00 AM,Grab,Water,4.4,Temperature - 00011,15.5,C,,-35.0,C,-35.0,C,URIWW,2550: Temperature of Water by Thermometer,,,,,,Boone Lake,Doug Fulford,,Wood River,WD
WW006,7/20/2019,10:00:00 AM,Grab,Water,1,Alkalinity - 00410,7.6,mg/l,,0.1,mg/l,0.1,mg/l,URIWW,2320: Alkalinity in Water by Titration,,,,,,Boone Lake,Doug Fulford,,Wood River,WD
WW006,7/20/2019,10:00:00 AM,Grab,Water,1,"Chlorophyll a, water, fluorometric method, corrected for pheophytin - 32209",11.7,ug/l,,0.1,ug/l,0.1,ug/l,URIWW,445: In-Vitro Determination of Chlorophyll,,,,,Trilogy,Boone Lake,Doug Fulford,,Wood River,WD
WW006,7/20/2019,10:00:00 AM,Composite,Water,,"Depth to bottom from water surface at sampling location, meters - 82903",5.5,m,,0.1,m,0.1,m,,,,,,,DO never went clear- remained a light purple,Boone Lake,Doug Fulford,,Wood River,WD
WW006,7/20/2019,10:00:00 AM,Grab,Water,1,Dissolved Oxygen - 00300,7.0,mg/l,,0.0,mg/l,0.0,mg/l,URIWW,4500-O-C: Total Dissolved Oxygen by Titration- Azide Modification,,,,,DO never went clear- remained a light purple,Boone Lake,Doug Fulford,,Wood River,WD
WW006,7/20/2019,10:00:00 AM,Grab,Water,4.5,Dissolved Oxygen - 00300,0.8,mg/l,,0.0,mg/l,0.0,mg/l,URIWW,4500-O-C: Total Dissolved Oxygen by Titration- Azide Modification,,,,,DO never went clear- remained a light purple,Boone Lake,Doug Fulford,,Wood River,WD
WW006,7/20/2019,10:00:00 AM,Grab,Water,0.5,Enterococci - 31639,2.0,MPN/100,,1.0,MPN/100,1.0,MPN/100,URIWW,,,,,,,Boone Lake,Doug Fulford,,Wood River,WD
WW006,7/20/2019,10:00:00 AM,Grab,Water,1,"Nitrate + Nitrite, Dissolved - 00631",0.045,mg/l,,0.015,mg/l,0.015,mg/l,URIWW,4500-NO3(F): Nitrate in Water- Automated Cadmium Reduction,,,,,,Boone Lake,Doug Fulford,,Wood River,WD
WW006,7/20/2019,10:00:00 AM,Grab,Water,4.5,"Nitrate + Nitrite, Dissolved - 00631",0.05,mg/l,,0.015,mg/l,0.015,mg/l,URIWW,4500-NO3(F): Nitrate in Water- Automated Cadmium Reduction,,,,,,Boone Lake,Doug Fulford,,Wood River,WD
WW006,7/20/2019,10:00:00 AM,Grab,Water,1,"Nitrogen, Ammonia Dissolved as N - 00608",0.065,mg/l,,0.015,mg/l,0.015,mg/l,URIWW,4500-NH3(G): Ammonia in Water Using Automated Phenate Method,,,,,,Boone Lake,Doug Fulford,,Wood River,WD
WW006,7/20/2019,10:00:00 AM,Grab,Water,4.5,"Nitrogen, Ammonia Dissolved as N - 00608",0.2,mg/l,,0.015,mg/l,0.015,mg/l,URIWW,4500-NH3(G): Ammonia in Water Using Automated Phenate Method,,,,,,Boone Lake,Doug Fulford,,Wood River,WD
WW006,7/20/2019,10:00:00 AM,Grab,Water,1,"Nitrogen, Total (unfiltered) - 00600",0.43,mg/l,,0.015,mg/l,0.015,mg/l,URIWW,,,,,,,Boone Lake,Doug Fulford,,Wood River,WD
WW006,7/20/2019,10:00:00 AM,Grab,Water,4.5,"Nitrogen, Total (unfiltered) - 00600",0.76,mg/l,,0.015,mg/l,0.015,mg/l,URIWW,,,,,,,Boone Lake,Doug Fulford,,Wood River,WD
WW006,7/20/2019,10:00:00 AM,Grab,Water,1,pH - 00400,6.1,S.U.,,1.0,S.U.,1.0,S.U.,URIWW,4500-H: pH in Water,,,,,,Boone Lake,Doug Fulford,,Wood River,WD
WW006,7/20/2019,10:00:00 AM,Grab,Water,4.5,pH - 00400,6.3,S.U.,,1.0,S.U.,1.0,S.U.,URIWW,4500-H: pH in Water,,,,,,Boone Lake,Doug Fulford,,Wood River,WD
WW006,7/20/2019,10:00:00 AM,Grab,Water,1,"Phosphorus, Dissolved - 00666",5.0,ug/l,,4.0,ug/l,4.0,ug/l,URIWW,4500-P-F: Phosphorus in Water by Colorimetry- Automated Ascorbic Acid Method,,,,,,Boone Lake,Doug Fulford,,Wood River,WD
WW006,7/20/2019,10:00:00 AM,Grab,Water,4.5,"Phosphorus, Dissolved - 00666",4.0,ug/l,,4.0,ug/l,4.0,ug/l,URIWW,4500-P-F: Phosphorus in Water by Colorimetry- Automated Ascorbic Acid Method,,,,,,Boone Lake,Doug Fulford,,Wood River,WD
WW006,7/20/2019,10:00:00 AM,Grab,Water,1,"Phosphorus, Total - 00665",14.0,ug/l,,4.0,ug/l,4.0,ug/l,URIWW,4500-P-F: Phosphorus in Water by Colorimetry- Automated Ascorbic Acid Method,,,,,,Boone Lake,Doug Fulford,,Wood River,WD
WW006,7/20/2019,10:00:00 AM,Grab,Water,4.5,"Phosphorus, Total - 00665",29.0,ug/l,,4.0,ug/l,4.0,ug/l,URIWW,4500-P-F: Phosphorus in Water by Colorimetry- Automated Ascorbic Acid Method,,,,,,Boone Lake,Doug Fulford,,Wood River,WD
WW006,7/20/2019,10:00:00 AM,Composite,Water,,Secchi Depth - 00069,2.33,m,,0.1,m,0.1,m,,,,,,,DO never went clear- remained a light purple,Boone Lake,Doug Fulford,,Wood River,WD
WW006,7/20/2019,10:00:00 AM,Grab,Water,0.1,Temperature - 00011,28.5,C,,-35.0,C,-35.0,C,URIWW,2550: Temperature of Water by Thermometer,,,,,DO never went clear- remained a light purple,Boone Lake,Doug Fulford,,Wood River,WD
WW006,7/20/2019,10:00:00 AM,Grab,Water,1,Temperature - 00011,28.0,C,,-35.0,C,-35.0,C,URIWW,2550: Temperature of Water by Thermometer,,,,,DO never went clear- remained a light purple,Boone Lake,Doug Fulford,,Wood River,WD
WW006,7/20/2019,10:00:00 AM,Grab,Water,4.5,Temperature - 00011,15.0,C,,-35.0,C,-35.0,C,URIWW,2550: Temperature of Water by Thermometer,,,,,DO never went clear- remained a light purple,Boone Lake,Doug Fulford,,Wood River,WD
WW006,7/27/2019,10:00:00 AM,Composite,Water,,"Depth to bottom from water surface at sampling location, meters - 82903",5.5,m,,0.1,m,0.1,m,,,,,,,,Boone Lake,Doug Fulford,,Wood River,WD
WW006,7/27/2019,10:00:00 AM,Composite,Water,,Secchi Depth - 00069,2.33,m,,0.1,m,0.1,m,,,,,,,,Boone Lake,Doug Fulford,,Wood River,WD
WW006,7/27/2019,10:00:00 AM,Grab,Water,0.1,Temperature - 00011,28.0,C,,-35.0,C,-35.0,C,URIWW,2550: Temperature of Water by Thermometer,,,,,,Boone Lake,Doug Fulford,,Wood River,WD
WW006,7/27/2019,10:00:00 AM,Grab,Water,1,Temperature - 00011,26.0,C,,-35.0,C,-35.0,C,URIWW,2550: Temperature of Water by Thermometer,,,,,,Boone Lake,Doug Fulford,,Wood River,WD
WW006,7/27/2019,10:00:00 AM,Grab,Water,4.5,Temperature - 00011,15.5,C,,-35.0,C,-35.0,C,URIWW,2550: Temperature of Water by Thermometer,,,,,,Boone Lake,Doug Fulford,,Wood River,WD
WW006,8/3/2019,10:15:00 AM,Grab,Water,1,"Chlorophyll a, water, fluorometric method, corrected for pheophytin - 32209",2.7,ug/l,,0.1,ug/l,0.1,ug/l,URIWW,445: In-Vitro Determination of Chlorophyll,,,,,Trilogy,Boone Lake,Becky Sprague,,Wood River,WD
WW006,8/3/2019,10:15:00 AM,Composite,Water,,"Depth to bottom from water surface at sampling location, meters - 82903",5.1,m,,0.1,m,0.1,m,,,,,,,,Boone Lake,Becky Sprague,,Wood River,WD
WW006,8/3/2019,10:15:00 AM,Grab,Water,1,Dissolved Oxygen - 00300,6.7,mg/l,,0.0,mg/l,0.0,mg/l,URIWW,4500-O-C: Total Dissolved Oxygen by Titration- Azide Modification,,,,,,Boone Lake,Becky Sprague,,Wood River,WD
WW006,8/3/2019,10:15:00 AM,Grab,Water,4.1,Dissolved Oxygen - 00300,0.3,mg/l,,0.0,mg/l,0.0,mg/l,URIWW,4500-O-C: Total Dissolved Oxygen by Titration- Azide Modification,,,,,,Boone Lake,Becky Sprague,,Wood River,WD
WW006,8/3/2019,10:15:00 AM,Composite,Water,,Secchi Depth - 00069,2.95,m,,0.1,m,0.1,m,,,,,,,,Boone Lake,Becky Sprague,,Wood River,WD
WW006,8/3/2019,10:15:00 AM,Grab,Water,0.1,Temperature - 00011,28.0,C,,-35.0,C,-35.0,C,URIWW,2550: Temperature of Water by Thermometer,,,,,,Boone Lake,Becky Sprague,,Wood River,WD
WW006,8/3/2019,10:15:00 AM,Grab,Water,1,Temperature - 00011,28.0,C,,-35.0,C,-35.0,C,URIWW,2550: Temperature of Water by Thermometer,,,,,,Boone Lake,Becky Sprague,,Wood River,WD
WW006,8/3/2019,10:15:00 AM,Grab,Water,4.1,Temperature - 00011,18.0,C,,-35.0,C,-35.0,C,URIWW,2550: Temperature of Water by Thermometer,,,,,,Boone Lake,Becky Sprague,,Wood River,WD
WW006,8/9/2019,10:30:00 AM,Composite,Water,,"Depth to bottom from water surface at sampling location, meters - 82903",5.0,m,,0.1,m,0.1,m,,,,,,,,Boone Lake,Becky Sprague,,Wood River,WD
WW006,8/9/2019,10:30:00 AM,Composite,Water,,Secchi Depth - 00069,2.85,m,,0.1,m,0.1,m,,,,,,,,Boone Lake,Becky Sprague,,Wood River,WD
WW006,8/9/2019,10:30:00 AM,Grab,Water,0.1,Temperature - 00011,24.5,C,,-35.0,C,-35.0,C,URIWW,2550: Temperature of Water by Thermometer,,,,,,Boone Lake,Becky Sprague,,Wood River,WD
WW006,8/9/2019,10:30:00 AM,Grab,Water,1,Temperature - 00011,25.0,C,,-35.0,C,-35.0,C,URIWW,2550: Temperature of Water by Thermometer,,,,,,Boone Lake,Becky Sprague,,Wood River,WD
