Station Name,Date,Time,Sample Type,Sample Media,Depth,Parameter,Concentration,Unit,Qualifier Code,Detection Limit,Detection Limit Unit,Quantitation Level,Quantitation Level Unit,Lab Name,Analytical Method Number,Comments,Location
WW98,9/18/2015,,Grab,Water,0.5,Fecal Coliform - 74055,20,MPN/100ml,,10,MPN/100ml,10,MPN/100ml,URIWW,,,NR 10 - Sprague Bridge
WW98,9/18/2015,,Grab,Water,0.5,"Nitrate + Nitrite, Dissolved - 00631",0.23,mg/l,,0.015,mg/l,0.015,mg/l,URIWW,4500-NO3(F): Nitrate in Water- Automated Cadmium Reduction,,NR 10 - Sprague Bridge
WW98,9/18/2015,,Grab,Water,0.5,"Nitrogen, Ammonia Dissolved as N - 00608",0.075,mg/l,,0.015,mg/l,0.015,mg/l,URIWW,4500-NH3(G): Ammonia in Water Using Automated Phenate Method,,NR 10 - Sprague Bridge
WW98,9/18/2015,,Grab,Water,0.5,"Nitrogen, Total (unfiltered) - 00600",0.455,mg/l,,0.02,mg/l,0.02,mg/l,URIWW,,,NR 10 - Sprague Bridge
WW98,9/18/2015,,Grab,Water,0.5,pH - 00400,7.8,S.U.,,1,S.U.,1,S.U.,URIWW,4500-H: pH in Water,,NR 10 - Sprague Bridge
WW98,9/18/2015,,Grab,Water ,0.5,"Phosphorus, Dissolved - 00666",27,ug/l,,4,ug/l,4,ug/l,URIWW,4500-P-F: Phosphorus in Water by Colorimetry- Automated Ascorbic Acid Method,,NR 10 - Sprague Bridge
WW98,9/18/2015,,Grab,Water,0.5,"Phosphorus, Total - 00665",45,ug/l,,4,ug/l,4,ug/l,URIWW,,,NR 10 - Sprague Bridge
WW98,9/18/2015,8:20:00 AM,Grab,Water,0.5,"Salinity, (ppt) - 00480",31,ppt,,0.4,ppt,0.4,ppt,URIWW,,Flood,NR 10 - Sprague Bridge
WW98,9/18/2015,8:20:00 AM,Grab,Water,0.5,Temperature - 00011,21.7,C,,-35,C,-35,C,URIWW,2550: Temperature of Water by Thermometer,,NR 10 - Sprague Bridge
WW98,10/4/2015,,Grab,Water,0.5,"Chlorophyll a, water, fluorometric method, corrected for pheophytin - 32209",2.8,ug/l,,0.1,ug/l,0.1,ug/l,URIWW,445: In-Vitro Determination of Chlorophyll,Trilogy,NR 10 - Sprague Bridge
WW98,10/4/2015,9:00:00 AM,Grab,Water,0.5,Dissolved Oxygen - 00300,5.9,mg/l,,0,mg/l,0,mg/l,URIWW,4500-O-C: Total Dissolved Oxygen by Titration- Azide Modification,,NR 10 - Sprague Bridge
WW98,10/4/2015,9:00:00 AM,Grab,Water,0.5,"Salinity, (ppt) - 00480",31,ppt,,0.4,ppt,0.4,ppt,URIWW,,High,NR 10 - Sprague Bridge
WW98,10/4/2015,9:00:00 AM,Grab,Water,0.5,Temperature - 00011,14.6,C,,-35,C,-35,C,URIWW,2550: Temperature of Water by Thermometer,,NR 10 - Sprague Bridge
WW98,10/17/2015,,Grab,Water,0.5,"Chlorophyll a, water, fluorometric method, corrected for pheophytin - 32209",2.6,ug/l,,0.1,ug/l,0.1,ug/l,URIWW,445: In-Vitro Determination of Chlorophyll,Trilogy,NR 10 - Sprague Bridge
WW98,10/17/2015,11:00:00 AM,Grab,Water,0.5,Dissolved Oxygen - 00300,6.35,mg/l,,0,mg/l,0,mg/l,URIWW,4500-O-C: Total Dissolved Oxygen by Titration- Azide Modification,,NR 10 - Sprague Bridge
WW98,10/17/2015,11:00:00 AM,Grab,Water,0.5,Temperature - 00011,16,C,,-35,C,-35,C,URIWW,2550: Temperature of Water by Thermometer,,NR 10 - Sprague Bridge
WW97,6/19/2015,,Grab,Water,0.5,"Chlorophyll a, water, fluorometric method, corrected for pheophytin - 32209",9.6,ug/l,,0.1,ug/l,0.1,ug/l,URIWW,445: In-Vitro Determination of Chlorophyll,Trilogy,NR 09 - Pettaquamscutt Cove
WW97,6/19/2015,,Grab,Water ,0.5,Enterococci - 31639,1,MPN/100ml,U,10,MPN/100ml,10,MPN/100ml,URIWW,,,NR 09 - Pettaquamscutt Cove
WW97,6/19/2015,,Grab,Water,0.5,Fecal Coliform - 74055,10,MPN/100ml,,10,MPN/100ml,10,MPN/100ml,URIWW,,,NR 09 - Pettaquamscutt Cove
WW97,6/19/2015,,Grab,Water,0.5,"Nitrate + Nitrite, Dissolved - 00631",0.02,mg/l,,0.015,mg/l,0.015,mg/l,URIWW,4500-NO3(F): Nitrate in Water- Automated Cadmium Reduction,,NR 09 - Pettaquamscutt Cove
WW97,6/19/2015,,Grab,Water,0.5,"Nitrogen, Ammonia Dissolved as N - 00608",0.05,mg/l,,0.015,mg/l,0.015,mg/l,URIWW,4500-NH3(G): Ammonia in Water Using Automated Phenate Method,,NR 09 - Pettaquamscutt Cove
WW97,6/19/2015,,Grab,Water,0.5,"Nitrogen, Total (unfiltered) - 00600",0.48,mg/l,,0.02,mg/l,0.02,mg/l,URIWW,,,NR 09 - Pettaquamscutt Cove
WW97,6/19/2015,,Replicate,Water,0.5,pH - 00400,7.8,S.U.,,1,S.U.,1,S.U.,URIWW,4500-H: pH in Water,,NR 09 - Pettaquamscutt Cove
WW97,6/19/2015,,Grab,Water,0.5,pH - 00400,7.8,S.U.,,1,S.U.,1,S.U.,URIWW,4500-H: pH in Water,,NR 09 - Pettaquamscutt Cove
WW97,6/19/2015,,Grab,Water ,0.5,"Phosphorus, Dissolved - 00666",13,ug/l,,4,ug/l,4,ug/l,URIWW,4500-P-F: Phosphorus in Water by Colorimetry- Automated Ascorbic Acid Method,,NR 09 - Pettaquamscutt Cove
WW97,6/19/2015,,Grab,Water,0.5,"Phosphorus, Total - 00665",40,ug/l,,4,ug/l,4,ug/l,URIWW,,,NR 09 - Pettaquamscutt Cove
WW97,6/19/2015,,Grab,Water,0.5,"Salinity, (ppt) - 00480",32.5,ppt,,0.4,ppt,0.4,ppt,URIWW,,,NR 09 - Pettaquamscutt Cove
WW97,7/6/2015,,Grab,Water,0.5,"Chlorophyll a, water, fluorometric method, corrected for pheophytin - 32209",8.5,ug/l,,0.1,ug/l,0.1,ug/l,URIWW,445: In-Vitro Determination of Chlorophyll,Trilogy,NR 09 - Pettaquamscutt Cove
WW97,7/6/2015,,Grab,Water,0.5,"Salinity, (ppt) - 00480",31.5,ppt,,0.4,ppt,0.4,ppt,URIWW,,,NR 09 - Pettaquamscutt Cove
WW97,7/17/2015,,Grab,Water,0.5,"Chlorophyll a, water, fluorometric method, corrected for pheophytin - 32209",9.8,ug/l,,0.1,ug/l,0.1,ug/l,URIWW,445: In-Vitro Determination of Chlorophyll,Trilogy,NR 09 - Pettaquamscutt Cove
WW97,7/17/2015,,Grab,Water ,0.5,Enterococci - 31639,1,MPN/100ml,U,10,MPN/100ml,10,MPN/100ml,URIWW,,,NR 09 - Pettaquamscutt Cove
WW97,7/17/2015,,Grab,Water,0.5,Fecal Coliform - 74055,2006,MPN/100ml,Z,10,MPN/100ml,10,MPN/100ml,URIWW,,,NR 09 - Pettaquamscutt Cove
WW97,7/17/2015,,Grab,Water,0.5,"Nitrate + Nitrite, Dissolved - 00631",0.0075,mg/l,U,0.015,mg/l,0.015,mg/l,URIWW,4500-NO3(F): Nitrate in Water- Automated Cadmium Reduction,,NR 09 - Pettaquamscutt Cove
WW97,7/17/2015,,Grab,Water,0.5,"Nitrogen, Ammonia Dissolved as N - 00608",0.085,mg/l,,0.015,mg/l,0.015,mg/l,URIWW,4500-NH3(G): Ammonia in Water Using Automated Phenate Method,,NR 09 - Pettaquamscutt Cove
WW97,7/17/2015,,Grab,Water,0.5,"Nitrogen, Total (unfiltered) - 00600",0.45,mg/l,,0.02,mg/l,0.02,mg/l,URIWW,,,NR 09 - Pettaquamscutt Cove
WW97,7/17/2015,,Grab,Water,0.5,pH - 00400,7.5,S.U.,,1,S.U.,1,S.U.,URIWW,4500-H: pH in Water,,NR 09 - Pettaquamscutt Cove
WW97,7/17/2015,,Grab,Water ,0.5,"Phosphorus, Dissolved - 00666",50,ug/l,,4,ug/l,4,ug/l,URIWW,4500-P-F: Phosphorus in Water by Colorimetry- Automated Ascorbic Acid Method,,NR 09 - Pettaquamscutt Cove
WW97,7/17/2015,,Grab,Water,0.5,"Phosphorus, Total - 00665",61,ug/l,,4,ug/l,4,ug/l,URIWW,,,NR 09 - Pettaquamscutt Cove
WW97,7/17/2015,,Grab,Water,0.5,"Salinity, (ppt) - 00480",30.5,ppt,,0.4,ppt,0.4,ppt,URIWW,,,NR 09 - Pettaquamscutt Cove
WW97,8/1/2015,,Grab,Water,0.5,"Chlorophyll a, water, fluorometric method, corrected for pheophytin - 32209",9,ug/l,,0.1,ug/l,0.1,ug/l,URIWW,445: In-Vitro Determination of Chlorophyll,Trilogy,NR 09 - Pettaquamscutt Cove
WW97,8/1/2015,,Grab,Water,0.5,"Salinity, (ppt) - 00480",31,ppt,,0.4,ppt,0.4,ppt,URIWW,,,NR 09 - Pettaquamscutt Cove
WW97,8/7/2015,,Grab,Water,0.5,"Chlorophyll a, water, fluorometric method, corrected for pheophytin - 32209",14.5,ug/l,,0.1,ug/l,0.1,ug/l,URIWW,445: In-Vitro Determination of Chlorophyll,Trilogy,NR 09 - Pettaquamscutt Cove
WW97,8/7/2015,,Grab,Water ,0.5,Enterococci - 31639,1,MPN/100ml,U,10,MPN/100ml,10,MPN/100ml,URIWW,,,NR 09 - Pettaquamscutt Cove
WW97,8/7/2015,,Grab,Water,0.5,Fecal Coliform - 74055,10,MPN/100ml,,10,MPN/100ml,10,MPN/100ml,URIWW,,,NR 09 - Pettaquamscutt Cove
WW97,8/7/2015,,Grab,Water,0.5,"Nitrate + Nitrite, Dissolved - 00631",0.02,mg/l,,0.015,mg/l,0.015,mg/l,URIWW,4500-NO3(F): Nitrate in Water- Automated Cadmium Reduction,,NR 09 - Pettaquamscutt Cove
WW97,8/7/2015,,Grab,Water,0.5,"Nitrogen, Ammonia Dissolved as N - 00608",0.04,mg/l,,0.015,mg/l,0.015,mg/l,URIWW,4500-NH3(G): Ammonia in Water Using Automated Phenate Method,,NR 09 - Pettaquamscutt Cove
WW97,8/7/2015,,Grab,Water,0.5,"Nitrogen, Total (unfiltered) - 00600",0.58,mg/l,,0.02,mg/l,0.02,mg/l,URIWW,,,NR 09 - Pettaquamscutt Cove
WW97,8/7/2015,,Grab,Water,0.5,pH - 00400,7.8,S.U.,,1,S.U.,1,S.U.,URIWW,4500-H: pH in Water,,NR 09 - Pettaquamscutt Cove
WW97,8/7/2015,,Replicate,Water,0.5,pH - 00400,7.8,S.U.,,1,S.U.,1,S.U.,URIWW,4500-H: pH in Water,,NR 09 - Pettaquamscutt Cove
WW97,8/7/2015,,Grab,Water ,0.5,"Phosphorus, Dissolved - 00666",22,ug/l,,4,ug/l,4,ug/l,URIWW,4500-P-F: Phosphorus in Water by Colorimetry- Automated Ascorbic Acid Method,,NR 09 - Pettaquamscutt Cove
WW97,8/7/2015,,Grab,Water,0.5,"Phosphorus, Total - 00665",40,ug/l,,4,ug/l,4,ug/l,URIWW,,,NR 09 - Pettaquamscutt Cove
WW97,8/7/2015,,Grab,Water,0.5,"Salinity, (ppt) - 00480",31,ppt,,0.4,ppt,0.4,ppt,URIWW,,,NR 09 - Pettaquamscutt Cove
WW97,8/21/2015,,Grab,Water,0.5,"Chlorophyll a, water, fluorometric method, corrected for pheophytin - 32209",12.8,ug/l,,0.1,ug/l,0.1,ug/l,URIWW,445: In-Vitro Determination of Chlorophyll,Trilogy,NR 09 - Pettaquamscutt Cove
WW97,8/21/2015,,Grab,Water,0.5,"Salinity, (ppt) - 00480",32,ppt,,0.4,ppt,0.4,ppt,URIWW,,,NR 09 - Pettaquamscutt Cove
WW97,9/7/2015,,Grab,Water,0.5,"Chlorophyll a, water, fluorometric method, corrected for pheophytin - 32209",55.3,ug/l,,0.1,ug/l,0.1,ug/l,URIWW,445: In-Vitro Determination of Chlorophyll,Trilogy,NR 09 - Pettaquamscutt Cove
WW97,9/7/2015,,Grab,Water,0.5,"Salinity, (ppt) - 00480",34.5,ppt,,0.4,ppt,0.4,ppt,URIWW,,,NR 09 - Pettaquamscutt Cove
WW97,9/17/2015,,Grab,Water,0.5,"Chlorophyll a, water, fluorometric method, corrected for pheophytin - 32209",18.3,ug/l,,0.1,ug/l,0.1,ug/l,URIWW,445: In-Vitro Determination of Chlorophyll,Trilogy,NR 09 - Pettaquamscutt Cove
WW97,9/17/2015,,Grab,Water ,0.5,Enterococci - 31639,1,MPN/100ml,U,10,MPN/100ml,10,MPN/100ml,URIWW,,Run on 9/18/2015,NR 09 - Pettaquamscutt Cove
WW97,9/17/2015,,Grab,Water,0.5,Fecal Coliform - 74055,192,MPN/100ml,,10,MPN/100ml,10,MPN/100ml,URIWW,,Run on 9/18/2015,NR 09 - Pettaquamscutt Cove
WW97,9/17/2015,,Grab,Water,0.5,"Nitrate + Nitrite, Dissolved - 00631",0.03,mg/l,,0.015,mg/l,0.015,mg/l,URIWW,4500-NO3(F): Nitrate in Water- Automated Cadmium Reduction,,NR 09 - Pettaquamscutt Cove
WW97,9/17/2015,,Grab,Water,0.5,"Nitrogen, Ammonia Dissolved as N - 00608",0.055,mg/l,,0.015,mg/l,0.015,mg/l,URIWW,4500-NH3(G): Ammonia in Water Using Automated Phenate Method,,NR 09 - Pettaquamscutt Cove
WW97,9/17/2015,,Grab,Water,0.5,"Nitrogen, Total (unfiltered) - 00600",0.505,mg/l,,0.02,mg/l,0.02,mg/l,URIWW,,,NR 09 - Pettaquamscutt Cove
WW97,9/17/2015,,Replicate,Water,0.5,pH - 00400,7.9,S.U.,,1,S.U.,1,S.U.,URIWW,4500-H: pH in Water,,NR 09 - Pettaquamscutt Cove
WW97,9/17/2015,,Grab,Water,0.5,pH - 00400,7.9,S.U.,,1,S.U.,1,S.U.,URIWW,4500-H: pH in Water,,NR 09 - Pettaquamscutt Cove
WW97,9/17/2015,,Grab,Water ,0.5,"Phosphorus, Dissolved - 00666",20,ug/l,,4,ug/l,4,ug/l,URIWW,4500-P-F: Phosphorus in Water by Colorimetry- Automated Ascorbic Acid Method,,NR 09 - Pettaquamscutt Cove
WW97,9/17/2015,,Grab,Water,0.5,"Phosphorus, Total - 00665",41,ug/l,,4,ug/l,4,ug/l,URIWW,,,NR 09 - Pettaquamscutt Cove
WW97,9/17/2015,,Grab,Water,0.5,"Salinity, (ppt) - 00480",31,ppt,,0.4,ppt,0.4,ppt,URIWW,,,NR 09 - Pettaquamscutt Cove
WW97,10/17/2015,,Grab,Water,0.5,"Chlorophyll a, water, fluorometric method, corrected for pheophytin - 32209",9,ug/l,,0.1,ug/l,0.1,ug/l,URIWW,445: In-Vitro Determination of Chlorophyll,Trilogy,NR 09 - Pettaquamscutt Cove
WW97,10/17/2015,,Grab,Water,0.5,"Salinity, (ppt) - 00480",33.5,ppt,,0.4,ppt,0.4,ppt,URIWW,,,NR 09 - Pettaquamscutt Cove
WW96,5/8/2015,,Grab,Water,0.5,Enterococci - 31639,1,MPN/100ml,U,10,MPN/100ml,10,MPN/100ml,URIWW,,,Narrow River 20- Middlebridge NW
WW96,5/8/2015,,Grab,Water,0.5,Fecal Coliform - 74055,1,MPN/100ml,U,10,MPN/100ml,10,MPN/100ml,URIWW,,,Narrow River 20- Middlebridge NW
WW96,5/8/2015,,Grab,Water,0.5,"Nitrate + Nitrite, Dissolved - 00631",0.02,mg/l,,0.015,mg/l,0.015,mg/l,URIWW,4500-NO3(F): Nitrate in Water- Automated Cadmium Reduction,,Narrow River 20- Middlebridge NW
WW96,5/8/2015,,Grab,Water,0.5,"Nitrogen, Ammonia Dissolved as N - 00608",0.075,mg/l,,0.015,mg/l,0.015,mg/l,URIWW,4500-NH3(G): Ammonia in Water Using Automated Phenate Method,,Narrow River 20- Middlebridge NW
WW96,5/8/2015,,Grab,Water,0.5,"Nitrogen, Total (unfiltered) - 00600",0.22,mg/l,,0.02,mg/l,0.02,mg/l,URIWW,,,Narrow River 20- Middlebridge NW
WW96,5/8/2015,,Grab,Water,0.5,pH - 00400,8,S.U.,,1,S.U.,1,S.U.,URIWW,4500-H: pH in Water,,Narrow River 20- Middlebridge NW
WW96,5/8/2015,,Grab,Water ,0.5,"Phosphorus, Dissolved - 00666",8,ug/l,,4,ug/l,4,ug/l,URIWW,4500-P-F: Phosphorus in Water by Colorimetry- Automated Ascorbic Acid Method,,Narrow River 20- Middlebridge NW
WW96,5/8/2015,,Grab,Water,0.5,"Phosphorus, Total - 00665",21,ug/l,,4,ug/l,4,ug/l,URIWW,,,Narrow River 20- Middlebridge NW
WW96,5/9/2015,,Grab,Water,0.5,"Nitrate + Nitrite, Dissolved - 00631",0.02,mg/l,,0.015,mg/l,0.015,mg/l,URIWW,4500-NO3(F): Nitrate in Water- Automated Cadmium Reduction,,NR 08 - Middlebridge
WW96,5/9/2015,,Grab,Water,0.5,"Nitrogen, Ammonia Dissolved as N - 00608",0.075,mg/l,,0.015,mg/l,0.015,mg/l,URIWW,4500-NH3(G): Ammonia in Water Using Automated Phenate Method,,NR 08 - Middlebridge
WW96,5/9/2015,,Grab,Water,0.5,"Nitrogen, Total (unfiltered) - 00600",0.38,mg/l,,0.02,mg/l,0.02,mg/l,URIWW,,,NR 08 - Middlebridge
WW96,5/9/2015,,Grab,Water,0.5,pH - 00400,7.8,S.U.,,1,S.U.,1,S.U.,URIWW,4500-H: pH in Water,,NR 08 - Middlebridge
WW96,5/9/2015,,Grab,Water ,0.5,"Phosphorus, Dissolved - 00666",10,ug/l,,4,ug/l,4,ug/l,URIWW,4500-P-F: Phosphorus in Water by Colorimetry- Automated Ascorbic Acid Method,,NR 08 - Middlebridge
WW96,5/9/2015,,Grab,Water,0.5,"Phosphorus, Total - 00665",20,ug/l,,4,ug/l,4,ug/l,URIWW,,,NR 08 - Middlebridge
WW96,5/9/2015,,Grab,Water,0.5,"Salinity, (ppt) - 00480",18,ppt,,0.4,ppt,0.4,ppt,URIWW,,,NR 08 - Middlebridge
WW96,5/25/2015,,Grab,Water,0.5,Enterococci - 31639,1,MPN/100ml,U,10,MPN/100ml,10,MPN/100ml,URIWW,,,Narrow River 20- Middlebridge NW
WW96,5/25/2015,,Grab,Water,0.5,Fecal Coliform - 74055,1,MPN/100ml,U,10,MPN/100ml,10,MPN/100ml,URIWW,,,Narrow River 20- Middlebridge NW
WW96,6/6/2015,,Grab,Water,0.5,"Chlorophyll a, water, fluorometric method, corrected for pheophytin - 32209",6.9,ug/l,,0.1,ug/l,0.1,ug/l,URIWW,445: In-Vitro Determination of Chlorophyll,Trilogy,NR 08 - Middlebridge
WW96,6/6/2015,7:45:00 AM,Grab,Water,0.5,Dissolved Oxygen - 00300,6.3,mg/l,,0,mg/l,0,mg/l,URIWW,4500-O-C: Total Dissolved Oxygen by Titration- Azide Modification,,NR 08 - Middlebridge
WW96,6/6/2015,7:45:00 AM,Grab,Water,0.5,"Salinity, (ppt) - 00480",26.5,ppt,,0.4,ppt,0.4,ppt,URIWW,,,NR 08 - Middlebridge
WW96,6/6/2015,7:45:00 AM,Grab,Water,0.5,Temperature - 00011,18,C,,-35,C,-35,C,URIWW,2550: Temperature of Water by Thermometer,,NR 08 - Middlebridge
WW96,6/19/2015,,Grab,Water,0.5,Enterococci - 31639,1,MPN/100ml,U,10,MPN/100ml,10,MPN/100ml,URIWW,,,Narrow River 20- Middlebridge NW
WW96,6/19/2015,,Grab,Water,0.5,Fecal Coliform - 74055,1,MPN/100ml,U,10,MPN/100ml,10,MPN/100ml,URIWW,,,Narrow River 20- Middlebridge NW
WW96,6/19/2015,,Grab,Water,0.5,"Nitrate + Nitrite, Dissolved - 00631",0.0075,mg/l,U,0.015,mg/l,0.015,mg/l,URIWW,4500-NO3(F): Nitrate in Water- Automated Cadmium Reduction,,Narrow River 20- Middlebridge NW
WW96,6/19/2015,,Grab,Water,0.5,"Nitrogen, Ammonia Dissolved as N - 00608",0.1,mg/l,,0.015,mg/l,0.015,mg/l,URIWW,4500-NH3(G): Ammonia in Water Using Automated Phenate Method,,Narrow River 20- Middlebridge NW
WW96,6/19/2015,,Grab,Water,0.5,"Nitrogen, Total (unfiltered) - 00600",0.28,mg/l,,0.02,mg/l,0.02,mg/l,URIWW,,,Narrow River 20- Middlebridge NW
WW96,6/19/2015,,Grab,Water,0.5,pH - 00400,8,S.U.,,1,S.U.,1,S.U.,URIWW,4500-H: pH in Water,,Narrow River 20- Middlebridge NW
WW96,6/19/2015,,Grab,Water ,0.5,"Phosphorus, Dissolved - 00666",10,ug/l,,4,ug/l,4,ug/l,URIWW,4500-P-F: Phosphorus in Water by Colorimetry- Automated Ascorbic Acid Method,,Narrow River 20- Middlebridge NW
WW96,6/19/2015,,Grab,Water,0.5,"Phosphorus, Total - 00665",26,ug/l,,4,ug/l,4,ug/l,URIWW,,,Narrow River 20- Middlebridge NW
WW96,6/20/2015,,Grab,Water,0.5,"Chlorophyll a, water, fluorometric method, corrected for pheophytin - 32209",8.8,ug/l,,0.1,ug/l,0.1,ug/l,URIWW,445: In-Vitro Determination of Chlorophyll,Trilogy,NR 08 - Middlebridge
WW96,6/20/2015,6:20:00 AM,Grab,Water,0.5,Dissolved Oxygen - 00300,5,mg/l,,0,mg/l,0,mg/l,URIWW,4500-O-C: Total Dissolved Oxygen by Titration- Azide Modification,,NR 08 - Middlebridge
WW96,6/20/2015,,Grab,Water ,0.5,Enterococci - 31639,1,MPN/100ml,U,10,MPN/100ml,10,MPN/100ml,URIWW,,,NR 08 - Middlebridge
WW96,6/20/2015,,Grab,Water,0.5,Fecal Coliform - 74055,53,MPN/100ml,,10,MPN/100ml,10,MPN/100ml,URIWW,,,NR 08 - Middlebridge
WW96,6/20/2015,,Grab,Water,0.5,"Nitrate + Nitrite, Dissolved - 00631",0.0075,mg/l,U,0.015,mg/l,0.015,mg/l,URIWW,4500-NO3(F): Nitrate in Water- Automated Cadmium Reduction,,NR 08 - Middlebridge
WW96,6/20/2015,,Grab,Water,0.5,"Nitrogen, Ammonia Dissolved as N - 00608",0.06,mg/l,,0.015,mg/l,0.015,mg/l,URIWW,4500-NH3(G): Ammonia in Water Using Automated Phenate Method,,NR 08 - Middlebridge
WW96,6/20/2015,,Grab,Water,0.5,"Nitrogen, Total (unfiltered) - 00600",0.53,mg/l,,0.02,mg/l,0.02,mg/l,URIWW,,,NR 08 - Middlebridge
WW96,6/20/2015,,Grab,Water,0.5,pH - 00400,7.7,S.U.,,1,S.U.,1,S.U.,URIWW,4500-H: pH in Water,,NR 08 - Middlebridge
WW96,6/20/2015,,Grab,Water ,0.5,"Phosphorus, Dissolved - 00666",4,ug/l,,4,ug/l,4,ug/l,URIWW,4500-P-F: Phosphorus in Water by Colorimetry- Automated Ascorbic Acid Method,,NR 08 - Middlebridge
WW96,6/20/2015,,Grab,Water,0.5,"Phosphorus, Total - 00665",40,ug/l,,4,ug/l,4,ug/l,URIWW,,,NR 08 - Middlebridge
WW96,6/20/2015,6:20:00 AM,Grab,Water,0.5,"Salinity, (ppt) - 00480",28,ppt,,0.4,ppt,0.4,ppt,URIWW,,,NR 08 - Middlebridge
WW96,6/20/2015,6:20:00 AM,Grab,Water,0.5,Temperature - 00011,20.5,C,,-35,C,-35,C,URIWW,2550: Temperature of Water by Thermometer,,NR 08 - Middlebridge
WW96,7/1/2015,,Grab,Water,0.5,Enterococci - 31639,2005,MPN/100ml,,10,MPN/100ml,10,MPN/100ml,URIWW,,,Narrow River 20- Middlebridge NW
WW96,7/1/2015,,Grab,Water,0.5,Fecal Coliform - 74055,2006,MPN/100ml,Z,10,MPN/100ml,10,MPN/100ml,URIWW,,Actual sample values higher than reported,Narrow River 20- Middlebridge NW
WW96,7/8/2015,,Grab,Water,0.5,Enterococci - 31639,20,MPN/100ml,,10,MPN/100ml,10,MPN/100ml,URIWW,,,Narrow River 20- Middlebridge NW
WW96,7/8/2015,,Grab,Water,0.5,Fecal Coliform - 74055,246,MPN/100ml,,10,MPN/100ml,10,MPN/100ml,URIWW,,,Narrow River 20- Middlebridge NW
WW96,7/17/2015,,Grab,Water,0.5,Enterococci - 31639,478,MPN/100ml,,10,MPN/100ml,10,MPN/100ml,URIWW,,,Narrow River 20- Middlebridge NW
WW96,7/17/2015,,Grab,Water,0.5,Fecal Coliform - 74055,364,MPN/100ml,,10,MPN/100ml,10,MPN/100ml,URIWW,,,Narrow River 20- Middlebridge NW
WW96,7/17/2015,,Grab,Water,0.5,"Nitrate + Nitrite, Dissolved - 00631",0.03,mg/l,,0.015,mg/l,0.015,mg/l,URIWW,4500-NO3(F): Nitrate in Water- Automated Cadmium Reduction,,Narrow River 20- Middlebridge NW
WW96,7/17/2015,,Grab,Water,0.5,"Nitrogen, Ammonia Dissolved as N - 00608",0.05,mg/l,,0.015,mg/l,0.015,mg/l,URIWW,4500-NH3(G): Ammonia in Water Using Automated Phenate Method,,Narrow River 20- Middlebridge NW
WW96,7/17/2015,,Grab,Water,0.5,"Nitrogen, Total (unfiltered) - 00600",0.52,mg/l,,0.02,mg/l,0.02,mg/l,URIWW,,,Narrow River 20- Middlebridge NW
WW96,7/17/2015,,Grab,Water,0.5,pH - 00400,8,S.U.,,1,S.U.,1,S.U.,URIWW,4500-H: pH in Water,,Narrow River 20- Middlebridge NW
WW96,7/17/2015,,Replicate,Water,0.5,pH - 00400,8,S.U.,,1,S.U.,1,S.U.,URIWW,4500-H: pH in Water,,Narrow River 20- Middlebridge NW
WW96,7/17/2015,,Grab,Water ,0.5,"Phosphorus, Dissolved - 00666",21,ug/l,,4,ug/l,4,ug/l,URIWW,4500-P-F: Phosphorus in Water by Colorimetry- Automated Ascorbic Acid Method,,Narrow River 20- Middlebridge NW
WW96,7/17/2015,,Grab,Water,0.5,"Phosphorus, Total - 00665",38,ug/l,,4,ug/l,4,ug/l,URIWW,,,Narrow River 20- Middlebridge NW
WW96,7/29/2015,,Grab,Water,0.5,Enterococci - 31639,160,MPN/100ml,,10,MPN/100ml,10,MPN/100ml,URIWW,,,Narrow River 20- Middlebridge NW
WW96,7/29/2015,,Grab,Water,0.5,Fecal Coliform - 74055,1106,MPN/100ml,,10,MPN/100ml,10,MPN/100ml,URIWW,,,Narrow River 20- Middlebridge NW
WW96,8/1/2015,,Grab,Water,0.5,"Chlorophyll a, water, fluorometric method, corrected for pheophytin - 32209",14,ug/l,,0.1,ug/l,0.1,ug/l,URIWW,445: In-Vitro Determination of Chlorophyll,Trilogy,NR 08 - Middlebridge
WW96,8/1/2015,7:20:00 AM,Grab,Water,0.5,Dissolved Oxygen - 00300,4,mg/l,,0,mg/l,0,mg/l,URIWW,4500-O-C: Total Dissolved Oxygen by Titration- Azide Modification,,NR 08 - Middlebridge
WW96,8/1/2015,7:20:00 AM,Grab,Water,0.5,"Salinity, (ppt) - 00480",24,ppt,,0.4,ppt,0.4,ppt,URIWW,,Ebb,NR 08 - Middlebridge
WW96,8/1/2015,7:20:00 AM,Grab,Water,0.5,Temperature - 00011,25,C,,-35,C,-35,C,URIWW,2550: Temperature of Water by Thermometer,,NR 08 - Middlebridge
WW96,8/8/2015,,Grab,Water,0.5,"Chlorophyll a, water, fluorometric method, corrected for pheophytin - 32209",11.3,ug/l,,0.1,ug/l,0.1,ug/l,URIWW,445: In-Vitro Determination of Chlorophyll,Trilogy,NR 08 - Middlebridge
WW96,8/8/2015,11:30:00 AM,Grab,Water,0.5,Dissolved Oxygen - 00300,6.5,mg/l,,0,mg/l,0,mg/l,URIWW,4500-O-C: Total Dissolved Oxygen by Titration- Azide Modification,,NR 08 - Middlebridge
WW96,8/8/2015,,Grab,Water ,0.5,Enterococci - 31639,1,MPN/100ml,U,10,MPN/100ml,10,MPN/100ml,URIWW,,,NR 08 - Middlebridge
